Date,XOM,CVX,MRO,PSX,VLO,SLB,HAL,OXY,EQT
2022-06-10,-0.01844325,-0.0120142,-0.03120175,-0.01826875,-0.020429,-0.0195077,-0.04160213,-0.02030291,-0.00229095
2022-06-09,-0.02184506,-0.02013173,-0.02152663,-0.01812241,-0.00250714,-0.02927238,-0.01784504,-0.05738852,-0.01854958
2022-06-08,0.01173316,0.00514766,-0.00748833,0.00299769,-0.00907051,0.01299511,0.01029249,-0.02178049,-0.01640543
2022-06-07,0.0448124,0.01887853,0.02390803,0.03612507,0.04504409,0.03557317,0.02886307,0.01341344,0.01538492
2022-06-06,-0.00252615,-0.00434501,-0.00855925,0.01482353,0.02386017,-0.0052804,-0.01513179,-0.00972131,0.02123572
2022-06-03,0.01443408,0.00904984,0.01526747,0.01407523,0.01338111,0.02495597,0.02193123,0.01418463,-0.01817106
2022-06-02,-0.00173904,-0.00181653,-0.00575265,-0.00174605,0.00804002,-0.00817385,-0.00873368,-0.01603241,-0.01885127
2022-06-01,0.0189853,0.0094593,-0.0015921,0.02323748,0.02250715,0.01554435,0.02197891,0.01588812,0.04266439
2022-05-31,-0.01642684,-0.02051412,0.01152013,-0.00908469,-0.01690871,-0.04779502,-0.02101226,-0.0221169,-0.01476886
2022-05-27,0.00978229,0.00952469,0.04341359,0.03043995,0.02839417,0.03203646,0.02944275,0.03153931,0.02149723
2022-05-26,0.00352442,0.00670457,0.02518853,-0.00404531,0.00610665,0.03575702,0.03496683,0.03362035,0.01167122
2022-05-25,0.01992725,0.01591759,0.03258302,0.02359058,0.02488699,0.02585866,0.00776602,0.02008283,0.0376254
2022-05-24,0.00541719,0.00534326,-0.00177904,0.01761839,0.00201475,0.00205222,0.00390575,-0.00536441,0.01428596
2022-05-23,0.02185821,0.02297327,0.0314162,0.0136604,0.00793719,0.06336748,0.04345612,0.0335748,0.08513283
2022-05-20,0.00786889,0.00573684,0.01403791,-0.01628632,-0.0103544,0.0065878,0.01759254,-0.01100467,0.00811114
2022-05-19,0.00539085,-0.00716592,0.00410066,-0.00199109,-0.00337431,-0.00683096,0.00166528,-0.00530174,0.00197629
2022-05-18,-0.01597758,-0.03490664,-0.05769784,-0.0227706,-0.02674845,-0.04329887,-0.05090433,-0.05506533,-0.04897855
2022-05-17,0.01267361,0.0058783,0.01348973,0.00657087,0.00218887,0.01903924,0.00821741,0.00324341,0.06593656
